name,State Code,Offense Month,Situation,Age of Victim,Sex of Victim,Age of Offender,Sex of Offender,Weapon used by Offender,Relationship of Victim to Offender,Circumstances
1672,42,11,A,43,F,52,M,12,CW,60
1673,42,11,A,54,F,59,M,12,XW,45
1674,42,11,A,29,F,23,M,40,GF,45
1675,42,11,A,19,F,27,M,12,ST,80
1676,45,11,A,0.5,F,41,M,40,OK,60
1677,45,11,A,47,F,54,M,20,GF,99
1678,45,11,A,33,F,24,M,11,UN,99
1679,45,11,A,2,F,35,F,40,SD,60
1680,46,11,A,19,F,30,M,12,OK,18
1681,47,11,A,77,F,56,M,40,MO,60
1682,47,11,A,77,F,56,M,40,MO,60
1683,48,11,A,47,F,65,M,20,OK,26
1684,48,11,A,4,F,26,M,90,OF,60
1685,49,11,A,37,F,51,M,12,CH,26
1686,50,11,A,57,F,25,M,80,AQ,26
1687,2,12,A,32,F,36,M,12,WI,45
1688,2,12,A,19,F,25,M,90,OK,45
1689,2,12,A,30,F,36,M,20,WI,45
1690,2,12,A,20,F,40,F,11,UN,45
1691,2,12,A,53,F,54,F,11,HO,59
1692,3,12,A,55,F,46,M,20,UN,45
1693,4,12,A,38,F,39,M,85,WI,45
1694,4,12,A,64,F,71,M,13,WI,45
1695,4,12,A,62,F,55,M,12,GF,99
1696,4,12,A,41,F,62,M,20,OK,80
1697,4,12,A,27,F,31,M,85,AQ,26
1698,4,12,A,25,F,29,M,12,GF,45
1699,4,12,A,60,F,65,F,90,SI,26
1700,4,12,A,38,F,51,M,20,OK,45
1701,4,12,A,21,F,22,M,14,GF,45
1702,4,12,A,41,F,51,M,65,CW,45
1703,4,12,A,23,F,25,M,85,GF,45
1704,4,12,A,58,F,54,M,20,WI,26
1705,4,12,A,23,F,29,M,90,ST,10
1706,4,12,A,28,F,46,M,20,WI,45
1707,4,12,A,32,F,28,M,30,WI,99
1708,4,12,A,23,F,25,M,20,GF,99
1709,4,12,A,40,F,52,M,30,GF,45
1710,4,12,A,25,F,25,M,20,WI,45
1711,4,12,A,37,F,38,M,11,GF,45
1712,4,12,A,0.05,F,38,F,90,DA,60
1713,4,12,A,46,F,50,M,11,WI,45
1714,4,12,A,38,F,43,M,20,WI,45
1715,4,12,A,26,F,40,M,40,AQ,45
1716,4,12,A,60,F,58,M,40,GF,45
1717,4,12,A,86,F,55,M,80,MO,3
1718,4,12,A,0.05,F,37,M,90,DA,59
1719,4,12,A,77,F,75,M,12,WI,26
1720,5,12,A,47,F,50,M,12,WI,45
1721,5,12,A,28,F,50,M,20,GF,45
1722,5,12,A,43,F,49,M,20,ST,26
1723,5,12,A,26,F,26,M,14,UN,99
1724,5,12,A,51,F,62,M,90,OK,99
1725,6,12,A,51,F,34,M,12,UN,99
1726,10,12,A,14,F,18,M,12,AQ,45
1727,10,12,A,17,F,16,M,12,UN,45
1728,10,12,A,29,F,31,M,12,WI,45
1729,10,12,A,48,F,51,M,14,OF,45
1730,13,12,A,28,F,31,M,11,HU,45
1731,14,12,A,51,F,60,M,14,GF,45
1732,16,12,A,54,F,43,M,12,FR,45
1733,16,12,A,23,F,20,M,40,IL,99
1734,16,12,A,35,F,39,M,12,GF,45
1735,17,12,A,27,F,27,M,12,WI,45
1736,17,12,A,15,F,18,M,12,UN,60
1737,17,12,A,47,F,48,M,12,GF,60
1738,17,12,A,37,F,44,M,13,WI,53
1739,17,12,A,35,F,27,F,70,AQ,18
1740,17,12,A,26,F,36,M,12,GF,60
1741,19,12,A,48,F,48,M,80,CW,60
1742,19,12,A,78,F,42,M,12,MO,60
1743,20,12,A,37,F,38,M,40,WI,45
1744,21,12,A,31,F,28,M,50,WI,99
1745,21,12,A,30,F,44,M,90,WI,99
1746,21,12,A,30,F,44,M,90,WI,99
1747,21,12,A,73,F,0,F,40,UN,99
1748,21,12,A,35,F,32,M,11,WI,99
1749,21,12,A,43,F,26,M,12,MO,99
1750,21,12,A,7,F,57,M,12,AQ,60
1751,22,12,A,89,F,62,M,30,MO,60
1752,24,12,A,77,F,81,M,12,WI,26
1753,24,12,A,77,F,81,M,12,WI,99
1754,24,12,A,44,F,21,M,12,MO,45
1755,25,12,A,26,F,30,M,20,GF,45
1756,26,12,A,58,F,31,M,20,OF,45
1757,27,12,A,69,F,60,M,20,GF,45
1758,27,12,A,32,F,23,F,90,ST,60
1759,27,12,A,3,F,27,M,30,DA,60
1760,27,12,A,45,F,27,M,11,UN,80
1761,27,12,A,21,F,19,M,12,AQ,45
1762,27,12,A,28,F,32,M,12,GF,45
1763,29,12,A,30,F,34,M,40,OK,45
1764,29,12,A,0.5,F,34,M,40,OK,45
1765,29,12,A,40,F,21,M,30,AQ,44
1766,29,12,A,51,F,51,M,30,GF,26
1767,29,12,A,15,F,51,M,30,AQ,26
1768,29,12,A,35,F,36,M,80,AQ,99
1769,31,12,A,28,F,30,M,12,GF,60
1770,31,12,A,65,F,46,M,90,UN,17
1771,31,12,A,46,F,33,M,20,GF,45
1772,31,12,A,68,F,71,M,12,OK,60
1773,31,12,A,37,F,45,M,14,GF,26
1774,31,12,A,37,F,42,M,20,XW,44
1775,32,12,A,21,F,35,M,30,AQ,60
1776,32,12,A,25,F,45,M,12,OK,45
1777,32,12,A,31,F,35,M,40,UN,45
1778,32,12,A,26,F,28,M,12,AQ,59
1779,32,12,A,88,F,57,F,90,AQ,45
1780,32,12,A,35,F,35,M,90,GF,45
1781,32,12,A,35,F,18,M,15,ST,99
1782,32,12,A,58,F,34,M,40,MO,60
1783,32,12,A,28,F,34,M,40,GF,45
1784,34,12,A,49,F,50,M,11,XW,60
1785,34,12,A,39,F,38,M,90,WI,45
1786,34,12,A,37,F,38,M,12,WI,60
1787,34,12,A,35,F,40,M,12,GF,99
1788,35,12,A,39,F,59,M,20,CW,99
1789,35,12,A,32,F,42,M,12,WI,44
1790,35,12,A,39,F,49,M,80,AQ,45
1791,35,12,A,1,F,25,M,40,OK,41
1792,35,12,A,1,F,30,M,40,OK,2
1793,36,12,A,72,F,82,M,85,WI,60
1794,36,12,A,92,F,45,F,40,OF,60
1795,36,12,A,24,F,23,M,14,GF,45
1796,36,12,A,65,F,70,M,12,WI,60
1797,37,12,A,44,F,47,M,40,GF,26
1798,37,12,A,35,F,57,M,14,GF,45
1799,37,12,A,33,F,35,M,20,GF,45
1800,37,12,A,33,F,31,M,12,AQ,60
1801,37,12,A,54,F,56,M,12,WI,45
1802,39,12,A,42,F,55,M,40,GF,45
1803,39,12,A,29,F,45,M,90,GF,99
1804,39,12,A,32,F,37,M,12,WI,45
1805,39,12,A,32,F,22,M,40,AQ,45
1806,41,12,A,36,F,41,M,20,GF,45
1807,41,12,A,66,F,31,M,20,MO,99
1808,41,12,A,28,F,36,M,14,GF,43
1809,41,12,A,26,F,27,M,12,GF,45
1810,41,12,A,6,F,14,M,40,OK,45
1811,42,12,A,24,F,23,M,20,GF,45
1812,42,12,A,36,F,50,M,11,XW,45
1813,42,12,A,59,F,54,M,80,WI,99
1814,42,12,A,0.5,F,18,M,40,DA,60
1815,42,12,A,54,F,59,M,12,WI,45
1816,42,12,A,22,F,20,M,20,UN,99
1817,42,12,A,93,F,91,M,11,WI,60
1818,42,12,A,26,F,29,M,40,CW,45
1819,42,12,A,58,F,31,M,20,SO,45
1820,42,12,A,58,F,31,M,20,MO,45
1821,42,12,A,23,F,26,M,20,OK,45
1822,42,12,A,52,F,17,M,20,AQ,3
1823,42,12,A,53,F,30,M,85,GF,45
1824,42,12,A,17,F,22,M,11,UN,99
1825,42,12,A,42,F,51,M,12,WI,99
1826,42,12,A,73,F,45,F,90,ST,59
1827,42,12,A,30,F,28,M,11,UN,42
1828,42,12,A,43,F,28,M,90,GF,99
1829,42,12,A,2,F,31,M,40,DA,60
1830,42,12,A,79,F,82,M,11,WI,60
1831,42,12,A,34,F,63,M,14,OK,45
1832,42,12,A,38,F,28,M,20,CW,45
1833,42,12,A,55,F,32,M,12,MO,60
1834,42,12,A,56,F,25,M,12,AQ,3
1835,42,12,A,13,F,0,M,12,ST,60
1836,42,12,A,33,F,33,M,12,CW,45
1837,42,12,A,49,F,50,M,40,GF,45
1838,42,12,A,1,F,28,M,40,DA,60
1839,42,12,A,33,F,38,M,20,GF,45
1840,45,12,A,56,F,73,M,90,AQ,45
1841,45,12,A,78,F,47,M,90,OF,99
1842,45,12,A,67,F,38,M,30,MO,99
1843,45,12,A,58,F,38,M,20,AQ,3
1844,45,12,A,25,F,23,M,11,AQ,99
1845,45,12,A,26,F,52,M,12,UN,99
1846,46,12,A,21,F,20,M,11,GF,45
1847,46,12,A,58,F,57,M,90,GF,60
1848,46,12,A,48,F,45,M,12,WI,60
1849,46,12,A,14,F,24,M,12,OF,45
1850,48,12,A,19,F,22,M,11,UN,99
